date,GDP,Unemployment,CPI,Population,Exports,Imports,Consumption,GSPTSE,Housing Starts,CAD/USD,Median Market Income,Jobless,IPPI,Policy Rate,10Y Bond Yield,Avg. Weekly Earnings,Target Rate,Over 10Y Bond,Gross Fixed Capital Formation,Median Age,Crime Severity,Retail,WCS,Unemployment Searches GT
1961-02-06,275324,,15.7,18092000,,,182407,,,,,,13.9,3.11,5.17,,,,57964,,,,,
1961-02-07,275324,,15.7,18092000,,,182407,,,,,,13.9,3.11,5.17,,,,57964,,,,,
1961-02-08,275324,,15.7,18092000,,,182407,,,,,,13.9,3.11,5.17,,,,57964,,,,,
1961-02-09,275324,,15.7,18092000,,,182407,,,,,,13.9,3.11,5.17,,,,57964,,,,,
1961-02-10,275324,,15.7,18092000,,,182407,,,,,,13.9,3.11,5.17,,,,57964,,,,,
1961-02-11,275324,,15.7,18092000,,,182407,,,,,,13.9,3.11,5.17,,,,57964,,,,,
1961-02-12,275324,,15.7,18092000,,,182407,,,,,,13.9,3.11,5.17,,,,57964,,,,,
1961-02-13,275324,,15.7,18092000,,,182407,,,,,,13.9,3.11,5.17,,,,57964,,,,,
1961-02-14,275324,,15.7,18092000,,,182407,,,,,,13.9,3.11,5.17,,,,57964,,,,,
1961-02-15,275324,,15.7,18092000,,,182407,,,,,,13.9,3.11,5.17,,,,57964,,,,,
1961-02-16,275324,,15.7,18092000,,,182407,,,,,,13.9,3.11,5.17,,,,57964,,,,,
1961-02-17,275324,,15.7,18092000,,,182407,,,,,,13.9,3.11,5.17,,,,57964,,,,,
1961-02-18,275324,,15.7,18092000,,,182407,,,,,,13.9,3.11,5.17,,,,57964,,,,,
1961-02-19,275324,,15.7,18092000,,,182407,,,,,,13.9,3.11,5.17,,,,57964,,,,,
1961-02-20,275324,,15.7,18092000,,,182407,,,,,,13.9,3.11,5.17,,,,57964,,,,,
1961-02-21,275324,,15.7,18092000,,,182407,,,,,,13.9,3.11,5.17,,,,57964,,,,,
1961-02-22,275324,,15.7,18092000,,,182407,,,,,,13.9,3.11,5.17,,,,57964,,,,,
1961-02-23,275324,,15.7,18092000,,,182407,,,,,,13.9,3.11,5.17,,,,57964,,,,,
1961-02-24,275324,,15.7,18092000,,,182407,,,,,,13.9,3.11,5.17,,,,57964,,,,,
1961-02-25,275324,,15.7,18092000,,,182407,,,,,,13.9,3.11,5.17,,,,57964,,,,,
1961-02-26,275324,,15.7,18092000,,,182407,,,,,,13.9,3.11,5.17,,,,57964,,,,,
1961-02-27,275324,,15.7,18092000,,,182407,,,,,,13.9,3.11,5.17,,,,57964,,,,,
1961-02-28,275324,,15.7,18092000,,,182407,,,,,,13.9,3.11,5.17,,,,57964,,,,,
1961-03-01,275324,,15.7,18092000,,,182407,,,,,,13.8,3.46,5.14,,,,57964,,,,,
1961-03-02,275324,,15.7,18092000,,,182407,,,,,,13.8,3.46,5.14,,,,57964,,,,,
1961-03-03,275324,,15.7,18092000,,,182407,,,,,,13.8,3.46,5.14,,,,57964,,,,,
1961-03-04,275324,,15.7,18092000,,,182407,,,,,,13.8,3.46,5.14,,,,57964,,,,,
1961-03-05,275324,,15.7,18092000,,,182407,,,,,,13.8,3.46,5.14,,,,57964,,,,,
1961-03-06,275324,,15.7,18092000,,,182407,,,,,,13.8,3.46,5.14,,,,57964,,,,,
1961-03-07,275324,,15.7,18092000,,,182407,,,,,,13.8,3.46,5.14,,,,57964,,,,,
1961-03-08,275324,,15.7,18092000,,,182407,,,,,,13.8,3.46,5.14,,,,57964,,,,,
1961-03-09,275324,,15.7,18092000,,,182407,,,,,,13.8,3.46,5.14,,,,57964,,,,,
1961-03-10,275324,,15.7,18092000,,,182407,,,,,,13.8,3.46,5.14,,,,57964,,,,,
1961-03-11,275324,,15.7,18092000,,,182407,,,,,,13.8,3.46,5.14,,,,57964,,,,,
1961-03-12,275324,,15.7,18092000,,,182407,,,,,,13.8,3.46,5.14,,,,57964,,,,,
1961-03-13,275324,,15.7,18092000,,,182407,,,,,,13.8,3.46,5.14,,,,57964,,,,,
1961-03-14,275324,,15.7,18092000,,,182407,,,,,,13.8,3.46,5.14,,,,57964,,,,,
1961-03-15,275324,,15.7,18092000,,,182407,,,,,,13.8,3.46,5.14,,,,57964,,,,,
1961-03-16,275324,,15.7,18092000,,,182407,,,,,,13.8,3.46,5.14,,,,57964,,,,,
1961-03-17,275324,,15.7,18092000,,,182407,,,,,,13.8,3.46,5.14,,,,57964,,,,,
1961-03-18,275324,,15.7,18092000,,,182407,,,,,,13.8,3.46,5.14,,,,57964,,,,,
1961-03-19,275324,,15.7,18092000,,,182407,,,,,,13.8,3.46,5.14,,,,57964,,,,,
1961-03-20,275324,,15.7,18092000,,,182407,,,,,,13.8,3.46,5.14,,,,57964,,,,,
1961-03-21,275324,,15.7,18092000,,,182407,,,,,,13.8,3.46,5.14,,,,57964,,,,,
1961-03-22,275324,,15.7,18092000,,,182407,,,,,,13.8,3.46,5.14,,,,57964,,,,,
1961-03-23,275324,,15.7,18092000,,,182407,,,,,,13.8,3.46,5.14,,,,57964,,,,,
1961-03-24,275324,,15.7,18092000,,,182407,,,,,,13.8,3.46,5.14,,,,57964,,,,,
1961-03-25,275324,,15.7,18092000,,,182407,,,,,,13.8,3.46,5.14,,,,57964,,,,,
1961-03-26,275324,,15.7,18092000,,,182407,,,,,,13.8,3.46,5.14,,,,57964,,,,,
1961-03-27,275324,,15.7,18092000,,,182407,,,,,,13.8,3.46,5.14,,,,57964,,,,,
1961-03-28,275324,,15.7,18092000,,,182407,,,,,,13.8,3.46,5.14,,,,57964,,,,,
1961-03-29,275324,,15.7,18092000,,,182407,,,,,,13.8,3.46,5.14,,,,57964,,,,,
1961-03-30,275324,,15.7,18092000,,,182407,,,,,,13.8,3.46,5.14,,,,57964,,,,,
1961-03-31,275324,,15.7,18092000,,,182407,,,,,,13.8,3.46,5.14,,,,57964,,,,,
1961-04-01,279760,,15.7,18172000,,,185810,,,,,,13.9,3.57,5.21,,,,59451,,,,,
1961-04-02,279760,,15.7,18172000,,,185810,,,,,,13.9,3.57,5.21,,,,59451,,,,,
1961-04-03,279760,,15.7,18172000,,,185810,,,,,,13.9,3.57,5.21,,,,59451,,,,,
1961-04-04,279760,,15.7,18172000,,,185810,,,,,,13.9,3.57,5.21,,,,59451,,,,,
1961-04-05,279760,,15.7,18172000,,,185810,,,,,,13.9,3.57,5.21,,,,59451,,,,,
1961-04-06,279760,,15.7,18172000,,,185810,,,,,,13.9,3.57,5.21,,,,59451,,,,,
1961-04-07,279760,,15.7,18172000,,,185810,,,,,,13.9,3.57,5.21,,,,59451,,,,,
1961-04-08,279760,,15.7,18172000,,,185810,,,,,,13.9,3.57,5.21,,,,59451,,,,,
1961-04-09,279760,,15.7,18172000,,,185810,,,,,,13.9,3.57,5.21,,,,59451,,,,,
1961-04-10,279760,,15.7,18172000,,,185810,,,,,,13.9,3.57,5.21,,,,59451,,,,,
1961-04-11,279760,,15.7,18172000,,,185810,,,,,,13.9,3.57,5.21,,,,59451,,,,,
1961-04-12,279760,,15.7,18172000,,,185810,,,,,,13.9,3.57,5.21,,,,59451,,,,,
1961-04-13,279760,,15.7,18172000,,,185810,,,,,,13.9,3.57,5.21,,,,59451,,,,,
1961-04-14,279760,,15.7,18172000,,,185810,,,,,,13.9,3.57,5.21,,,,59451,,,,,
1961-04-15,279760,,15.7,18172000,,,185810,,,,,,13.9,3.57,5.21,,,,59451,,,,,
1961-04-16,279760,,15.7,18172000,,,185810,,,,,,13.9,3.57,5.21,,,,59451,,,,,
1961-04-17,279760,,15.7,18172000,,,185810,,,,,,13.9,3.57,5.21,,,,59451,,,,,
1961-04-18,279760,,15.7,18172000,,,185810,,,,,,13.9,3.57,5.21,,,,59451,,,,,
1961-04-19,279760,,15.7,18172000,,,185810,,,,,,13.9,3.57,5.21,,,,59451,,,,,
1961-04-20,279760,,15.7,18172000,,,185810,,,,,,13.9,3.57,5.21,,,,59451,,,,,
1961-04-21,279760,,15.7,18172000,,,185810,,,,,,13.9,3.57,5.21,,,,59451,,,,,
1961-04-22,279760,,15.7,18172000,,,185810,,,,,,13.9,3.57,5.21,,,,59451,,,,,
1961-04-23,279760,,15.7,18172000,,,185810,,,,,,13.9,3.57,5.21,,,,59451,,,,,
1961-04-24,279760,,15.7,18172000,,,185810,,,,,,13.9,3.57,5.21,,,,59451,,,,,
1961-04-25,279760,,15.7,18172000,,,185810,,,,,,13.9,3.57,5.21,,,,59451,,,,,
1961-04-26,279760,,15.7,18172000,,,185810,,,,,,13.9,3.57,5.21,,,,59451,,,,,
1961-04-27,279760,,15.7,18172000,,,185810,,,,,,13.9,3.57,5.21,,,,59451,,,,,
1961-04-28,279760,,15.7,18172000,,,185810,,,,,,13.9,3.57,5.21,,,,59451,,,,,
1961-04-29,279760,,15.7,18172000,,,185810,,,,,,13.9,3.57,5.21,,,,59451,,,,,
1961-04-30,279760,,15.7,18172000,,,185810,,,,,,13.9,3.57,5.21,,,,59451,,,,,
1961-05-01,279760,,15.7,18172000,,,185810,,,,,,13.8,3.42,5.17,,,,59451,,,,,
1961-05-02,279760,,15.7,18172000,,,185810,,,,,,13.8,3.42,5.17,,,,59451,,,,,
1961-05-03,279760,,15.7,18172000,,,185810,,,,,,13.8,3.42,5.17,,,,59451,,,,,
1961-05-04,279760,,15.7,18172000,,,185810,,,,,,13.8,3.42,5.17,,,,59451,,,,,
1961-05-05,279760,,15.7,18172000,,,185810,,,,,,13.8,3.42,5.17,,,,59451,,,,,
1961-05-06,279760,,15.7,18172000,,,185810,,,,,,13.8,3.42,5.17,,,,59451,,,,,
1961-05-07,279760,,15.7,18172000,,,185810,,,,,,13.8,3.42,5.17,,,,59451,,,,,
1961-05-08,279760,,15.7,18172000,,,185810,,,,,,13.8,3.42,5.17,,,,59451,,,,,
1961-05-09,279760,,15.7,18172000,,,185810,,,,,,13.8,3.42,5.17,,,,59451,,,,,
1961-05-10,279760,,15.7,18172000,,,185810,,,,,,13.8,3.42,5.17,,,,59451,,,,,
1961-05-11,279760,,15.7,18172000,,,185810,,,,,,13.8,3.42,5.17,,,,59451,,,,,
1961-05-12,279760,,15.7,18172000,,,185810,,,,,,13.8,3.42,5.17,,,,59451,,,,,
1961-05-13,279760,,15.7,18172000,,,185810,,,,,,13.8,3.42,5.17,,,,59451,,,,,
1961-05-14,279760,,15.7,18172000,,,185810,,,,,,13.8,3.42,5.17,,,,59451,,,,,
1961-05-15,279760,,15.7,18172000,,,185810,,,,,,13.8,3.42,5.17,,,,59451,,,,,
1961-05-16,279760,,15.7,18172000,,,185810,,,,,,13.8,3.42,5.17,,,,59451,,,,,
1961-05-17,279760,,15.7,18172000,,,185810,,,,,,13.8,3.42,5.17,,,,59451,,,,,
1961-05-18,279760,,15.7,18172000,,,185810,,,,,,13.8,3.42,5.17,,,,59451,,,,,
1961-05-19,279760,,15.7,18172000,,,185810,,,,,,13.8,3.42,5.17,,,,59451,,,,,
1961-05-20,279760,,15.7,18172000,,,185810,,,,,,13.8,3.42,5.17,,,,59451,,,,,
1961-05-21,279760,,15.7,18172000,,,185810,,,,,,13.8,3.42,5.17,,,,59451,,,,,
1961-05-22,279760,,15.7,18172000,,,185810,,,,,,13.8,3.42,5.17,,,,59451,,,,,
1961-05-23,279760,,15.7,18172000,,,185810,,,,,,13.8,3.42,5.17,,,,59451,,,,,
1961-05-24,279760,,15.7,18172000,,,185810,,,,,,13.8,3.42,5.17,,,,59451,,,,,
1961-05-25,279760,,15.7,18172000,,,185810,,,,,,13.8,3.42,5.17,,,,59451,,,,,
1961-05-26,279760,,15.7,18172000,,,185810,,,,,,13.8,3.42,5.17,,,,59451,,,,,
1961-05-27,279760,,15.7,18172000,,,185810,,,,,,13.8,3.42,5.17,,,,59451,,,,,
1961-05-28,279760,,15.7,18172000,,,185810,,,,,,13.8,3.42,5.17,,,,59451,,,,,
1961-05-29,279760,,15.7,18172000,,,185810,,,,,,13.8,3.42,5.17,,,,59451,,,,,
1961-05-30,279760,,15.7,18172000,,,185810,,,,,,13.8,3.42,5.17,,,,59451,,,,,
1961-05-31,279760,,15.7,18172000,,,185810,,,,,,13.8,3.42,5.17,,,,59451,,,,,
1961-06-01,279760,,15.7,18172000,,,185810,,,,,,14.0,2.8,5.04,,,,59451,,,,,
1961-06-02,279760,,15.7,18172000,,,185810,,,,,,14.0,2.8,5.04,,,,59451,,,,,
1961-06-03,279760,,15.7,18172000,,,185810,,,,,,14.0,2.8,5.04,,,,59451,,,,,
1961-06-04,279760,,15.7,18172000,,,185810,,,,,,14.0,2.8,5.04,,,,59451,,,,,
1961-06-05,279760,,15.7,18172000,,,185810,,,,,,14.0,2.8,5.04,,,,59451,,,,,
1961-06-06,279760,,15.7,18172000,,,185810,,,,,,14.0,2.8,5.04,,,,59451,,,,,
1961-06-07,279760,,15.7,18172000,,,185810,,,,,,14.0,2.8,5.04,,,,59451,,,,,
1961-06-08,279760,,15.7,18172000,,,185810,,,,,,14.0,2.8,5.04,,,,59451,,,,,
1961-06-09,279760,,15.7,18172000,,,185810,,,,,,14.0,2.8,5.04,,,,59451,,,,,
1961-06-10,279760,,15.7,18172000,,,185810,,,,,,14.0,2.8,5.04,,,,59451,,,,,
1961-06-11,279760,,15.7,18172000,,,185810,,,,,,14.0,2.8,5.04,,,,59451,,,,,
1961-06-12,279760,,15.7,18172000,,,185810,,,,,,14.0,2.8,5.04,,,,59451,,,,,
1961-06-13,279760,,15.7,18172000,,,185810,,,,,,14.0,2.8,5.04,,,,59451,,,,,
1961-06-14,279760,,15.7,18172000,,,185810,,,,,,14.0,2.8,5.04,,,,59451,,,,,
1961-06-15,279760,,15.7,18172000,,,185810,,,,,,14.0,2.8,5.04,,,,59451,,,,,
1961-06-16,279760,,15.7,18172000,,,185810,,,,,,14.0,2.8,5.04,,,,59451,,,,,
1961-06-17,279760,,15.7,18172000,,,185810,,,,,,14.0,2.8,5.04,,,,59451,,,,,
1961-06-18,279760,,15.7,18172000,,,185810,,,,,,14.0,2.8,5.04,,,,59451,,,,,
1961-06-19,279760,,15.7,18172000,,,185810,,,,,,14.0,2.8,5.04,,,,59451,,,,,
1961-06-20,279760,,15.7,18172000,,,185810,,,,,,14.0,2.8,5.04,,,,59451,,,,,
1961-06-21,279760,,15.7,18172000,,,185810,,,,,,14.0,2.8,5.04,,,,59451,,,,,
1961-06-22,279760,,15.7,18172000,,,185810,,,,,,14.0,2.8,5.04,,,,59451,,,,,
1961-06-23,279760,,15.7,18172000,,,185810,,,,,,14.0,2.8,5.04,,,,59451,,,,,
1961-06-24,279760,,15.7,18172000,,,185810,,,,,,14.0,2.8,5.04,,,,59451,,,,,
1961-06-25,279760,,15.7,18172000,,,185810,,,,,,14.0,2.8,5.04,,,,59451,,,,,
1961-06-26,279760,,15.7,18172000,,,185810,,,,,,14.0,2.8,5.04,,,,59451,,,,,
1961-06-27,279760,,15.7,18172000,,,185810,,,,,,14.0,2.8,5.04,,,,59451,,,,,
1961-06-28,279760,,15.7,18172000,,,185810,,,,,,14.0,2.8,5.04,,,,59451,,,,,
1961-06-29,279760,,15.7,18172000,,,185810,,,,,,14.0,2.8,5.04,,,,59451,,,,,
1961-06-30,279760,,15.7,18172000,,,185810,,,,,,14.0,2.8,5.04,,,,59451,,,,,
1961-07-01,287455,,15.7,18271000,,,190345,,,,,,13.9,2.88,4.95,,,,61456,,,,,
1961-07-02,287455,,15.7,18271000,,,190345,,,,,,13.9,2.88,4.95,,,,61456,,,,,
1961-07-03,287455,,15.7,18271000,,,190345,,,,,,13.9,2.88,4.95,,,,61456,,,,,
1961-07-04,287455,,15.7,18271000,,,190345,,,,,,13.9,2.88,4.95,,,,61456,,,,,
1961-07-05,287455,,15.7,18271000,,,190345,,,,,,13.9,2.88,4.95,,,,61456,,,,,
1961-07-06,287455,,15.7,18271000,,,190345,,,,,,13.9,2.88,4.95,,,,61456,,,,,
1961-07-07,287455,,15.7,18271000,,,190345,,,,,,13.9,2.88,4.95,,,,61456,,,,,
1961-07-08,287455,,15.7,18271000,,,190345,,,,,,13.9,2.88,4.95,,,,61456,,,,,
1961-07-09,287455,,15.7,18271000,,,190345,,,,,,13.9,2.88,4.95,,,,61456,,,,,
1961-07-10,287455,,15.7,18271000,,,190345,,,,,,13.9,2.88,4.95,,,,61456,,,,,
1961-07-11,287455,,15.7,18271000,,,190345,,,,,,13.9,2.88,4.95,,,,61456,,,,,
1961-07-12,287455,,15.7,18271000,,,190345,,,,,,13.9,2.88,4.95,,,,61456,,,,,
1961-07-13,287455,,15.7,18271000,,,190345,,,,,,13.9,2.88,4.95,,,,61456,,,,,
1961-07-14,287455,,15.7,18271000,,,190345,,,,,,13.9,2.88,4.95,,,,61456,,,,,
1961-07-15,287455,,15.7,18271000,,,190345,,,,,,13.9,2.88,4.95,,,,61456,,,,,
1961-07-16,287455,,15.7,18271000,,,190345,,,,,,13.9,2.88,4.95,,,,61456,,,,,
1961-07-17,287455,,15.7,18271000,,,190345,,,,,,13.9,2.88,4.95,,,,61456,,,,,
1961-07-18,287455,,15.7,18271000,,,190345,,,,,,13.9,2.88,4.95,,,,61456,,,,,
1961-07-19,287455,,15.7,18271000,,,190345,,,,,,13.9,2.88,4.95,,,,61456,,,,,
1961-07-20,287455,,15.7,18271000,,,190345,,,,,,13.9,2.88,4.95,,,,61456,,,,,
1961-07-21,287455,,15.7,18271000,,,190345,,,,,,13.9,2.88,4.95,,,,61456,,,,,
1961-07-22,287455,,15.7,18271000,,,190345,,,,,,13.9,2.88,4.95,,,,61456,,,,,
1961-07-23,287455,,15.7,18271000,,,190345,,,,,,13.9,2.88,4.95,,,,61456,,,,,
1961-07-24,287455,,15.7,18271000,,,190345,,,,,,13.9,2.88,4.95,,,,61456,,,,,
1961-07-25,287455,,15.7,18271000,,,190345,,,,,,13.9,2.88,4.95,,,,61456,,,,,
1961-07-26,287455,,15.7,18271000,,,190345,,,,,,13.9,2.88,4.95,,,,61456,,,,,
1961-07-27,287455,,15.7,18271000,,,190345,,,,,,13.9,2.88,4.95,,,,61456,,,,,
1961-07-28,287455,,15.7,18271000,,,190345,,,,,,13.9,2.88,4.95,,,,61456,,,,,
1961-07-29,287455,,15.7,18271000,,,190345,,,,,,13.9,2.88,4.95,,,,61456,,,,,
1961-07-30,287455,,15.7,18271000,,,190345,,,,,,13.9,2.88,4.95,,,,61456,,,,,
1961-07-31,287455,,15.7,18271000,,,190345,,,,,,13.9,2.88,4.95,,,,61456,,,,,
1961-08-01,287455,,15.7,18271000,,,190345,,,,,,13.9,2.76,4.99,,,,61456,,,,,
1961-08-02,287455,,15.7,18271000,,,190345,,,,,,13.9,2.76,4.99,,,,61456,,,,,
1961-08-03,287455,,15.7,18271000,,,190345,,,,,,13.9,2.76,4.99,,,,61456,,,,,
1961-08-04,287455,,15.7,18271000,,,190345,,,,,,13.9,2.76,4.99,,,,61456,,,,,
1961-08-05,287455,,15.7,18271000,,,190345,,,,,,13.9,2.76,4.99,,,,61456,,,,,
1961-08-06,287455,,15.7,18271000,,,190345,,,,,,13.9,2.76,4.99,,,,61456,,,,,
1961-08-07,287455,,15.7,18271000,,,190345,,,,,,13.9,2.76,4.99,,,,61456,,,,,
1961-08-08,287455,,15.7,18271000,,,190345,,,,,,13.9,2.76,4.99,,,,61456,,,,,
1961-08-09,287455,,15.7,18271000,,,190345,,,,,,13.9,2.76,4.99,,,,61456,,,,,
1961-08-10,287455,,15.7,18271000,,,190345,,,,,,13.9,2.76,4.99,,,,61456,,,,,
1961-08-11,287455,,15.7,18271000,,,190345,,,,,,13.9,2.76,4.99,,,,61456,,,,,
1961-08-12,287455,,15.7,18271000,,,190345,,,,,,13.9,2.76,4.99,,,,61456,,,,,
1961-08-13,287455,,15.7,18271000,,,190345,,,,,,13.9,2.76,4.99,,,,61456,,,,,
1961-08-14,287455,,15.7,18271000,,,190345,,,,,,13.9,2.76,4.99,,,,61456,,,,,
1961-08-15,287455,,15.7,18271000,,,190345,,,,,,13.9,2.76,4.99,,,,61456,,,,,
1961-08-16,287455,,15.7,18271000,,,190345,,,,,,13.9,2.76,4.99,,,,61456,,,,,
1961-08-17,287455,,15.7,18271000,,,190345,,,,,,13.9,2.76,4.99,,,,61456,,,,,
1961-08-18,287455,,15.7,18271000,,,190345,,,,,,13.9,2.76,4.99,,,,61456,,,,,
1961-08-19,287455,,15.7,18271000,,,190345,,,,,,13.9,2.76,4.99,,,,61456,,,,,
1961-08-20,287455,,15.7,18271000,,,190345,,,,,,13.9,2.76,4.99,,,,61456,,,,,
1961-08-21,287455,,15.7,18271000,,,190345,,,,,,13.9,2.76,4.99,,,,61456,,,,,
1961-08-22,287455,,15.7,18271000,,,190345,,,,,,13.9,2.76,4.99,,,,61456,,,,,
1961-08-23,287455,,15.7,18271000,,,190345,,,,,,13.9,2.76,4.99,,,,61456,,,,,
1961-08-24,287455,,15.7,18271000,,,190345,,,,,,13.9,2.76,4.99,,,,61456,,,,,
1961-08-25,287455,,15.7,18271000,,,190345,,,,,,13.9,2.76,4.99,,,,61456,,,,,
1961-08-26,287455,,15.7,18271000,,,190345,,,,,,13.9,2.76,4.99,,,,61456,,,,,
1961-08-27,287455,,15.7,18271000,,,190345,,,,,,13.9,2.76,4.99,,,,61456,,,,,
1961-08-28,287455,,15.7,18271000,,,190345,,,,,,13.9,2.76,4.99,,,,61456,,,,,
1961-08-29,287455,,15.7,18271000,,,190345,,,,,,13.9,2.76,4.99,,,,61456,,,,,
1961-08-30,287455,,15.7,18271000,,,190345,,,,,,13.9,2.76,4.99,,,,61456,,,,,
1961-08-31,287455,,15.7,18271000,,,190345,,,,,,13.9,2.76,4.99,,,,61456,,,,,
1961-09-01,287455,,15.7,18271000,,,190345,,,,,,13.9,2.67,4.98,,,,61456,,,,,
1961-09-02,287455,,15.7,18271000,,,190345,,,,,,13.9,2.67,4.98,,,,61456,,,,,
1961-09-03,287455,,15.7,18271000,,,190345,,,,,,13.9,2.67,4.98,,,,61456,,,,,
1961-09-04,287455,,15.7,18271000,,,190345,,,,,,13.9,2.67,4.98,,,,61456,,,,,
1961-09-05,287455,,15.7,18271000,,,190345,,,,,,13.9,2.67,4.98,,,,61456,,,,,
1961-09-06,287455,,15.7,18271000,,,190345,,,,,,13.9,2.67,4.98,,,,61456,,,,,
1961-09-07,287455,,15.7,18271000,,,190345,,,,,,13.9,2.67,4.98,,,,61456,,,,,
1961-09-08,287455,,15.7,18271000,,,190345,,,,,,13.9,2.67,4.98,,,,61456,,,,,
1961-09-09,287455,,15.7,18271000,,,190345,,,,,,13.9,2.67,4.98,,,,61456,,,,,
1961-09-10,287455,,15.7,18271000,,,190345,,,,,,13.9,2.67,4.98,,,,61456,,,,,
1961-09-11,287455,,15.7,18271000,,,190345,,,,,,13.9,2.67,4.98,,,,61456,,,,,
1961-09-12,287455,,15.7,18271000,,,190345,,,,,,13.9,2.67,4.98,,,,61456,,,,,
1961-09-13,287455,,15.7,18271000,,,190345,,,,,,13.9,2.67,4.98,,,,61456,,,,,
1961-09-14,287455,,15.7,18271000,,,190345,,,,,,13.9,2.67,4.98,,,,61456,,,,,
1961-09-15,287455,,15.7,18271000,,,190345,,,,,,13.9,2.67,4.98,,,,61456,,,,,
1961-09-16,287455,,15.7,18271000,,,190345,,,,,,13.9,2.67,4.98,,,,61456,,,,,
1961-09-17,287455,,15.7,18271000,,,190345,,,,,,13.9,2.67,4.98,,,,61456,,,,,
1961-09-18,287455,,15.7,18271000,,,190345,,,,,,13.9,2.67,4.98,,,,61456,,,,,
1961-09-19,287455,,15.7,18271000,,,190345,,,,,,13.9,2.67,4.98,,,,61456,,,,,
1961-09-20,287455,,15.7,18271000,,,190345,,,,,,13.9,2.67,4.98,,,,61456,,,,,
