date,GDP,Unemployment,CPI,Exports,Consumption,GSPTSE,Housing Starts,Jobless,IPPI,Policy Rate,10Y Bond Yield,Retail,CEER,WTI
1961-02-06,275324,,15.7,,182407,,,,13.9,3.11,5.17,,,
1961-02-07,275324,,15.7,,182407,,,,13.9,3.11,5.17,,,
1961-02-08,275324,,15.7,,182407,,,,13.9,3.11,5.17,,,
1961-02-09,275324,,15.7,,182407,,,,13.9,3.11,5.17,,,
1961-02-10,275324,,15.7,,182407,,,,13.9,3.11,5.17,,,
1961-02-11,275324,,15.7,,182407,,,,13.9,3.11,5.17,,,
1961-02-12,275324,,15.7,,182407,,,,13.9,3.11,5.17,,,
1961-02-13,275324,,15.7,,182407,,,,13.9,3.11,5.17,,,
1961-02-14,275324,,15.7,,182407,,,,13.9,3.11,5.17,,,
1961-02-15,275324,,15.7,,182407,,,,13.9,3.11,5.17,,,
1961-02-16,275324,,15.7,,182407,,,,13.9,3.11,5.17,,,
1961-02-17,275324,,15.7,,182407,,,,13.9,3.11,5.17,,,
1961-02-18,275324,,15.7,,182407,,,,13.9,3.11,5.17,,,
1961-02-19,275324,,15.7,,182407,,,,13.9,3.11,5.17,,,
1961-02-20,275324,,15.7,,182407,,,,13.9,3.11,5.17,,,
1961-02-21,275324,,15.7,,182407,,,,13.9,3.11,5.17,,,
1961-02-22,275324,,15.7,,182407,,,,13.9,3.11,5.17,,,
1961-02-23,275324,,15.7,,182407,,,,13.9,3.11,5.17,,,
1961-02-24,275324,,15.7,,182407,,,,13.9,3.11,5.17,,,
1961-02-25,275324,,15.7,,182407,,,,13.9,3.11,5.17,,,
1961-02-26,275324,,15.7,,182407,,,,13.9,3.11,5.17,,,
1961-02-27,275324,,15.7,,182407,,,,13.9,3.11,5.17,,,
1961-02-28,275324,,15.7,,182407,,,,13.9,3.11,5.17,,,
1961-03-01,275324,,15.7,,182407,,,,13.8,3.46,5.14,,,
1961-03-02,275324,,15.7,,182407,,,,13.8,3.46,5.14,,,
1961-03-03,275324,,15.7,,182407,,,,13.8,3.46,5.14,,,
1961-03-04,275324,,15.7,,182407,,,,13.8,3.46,5.14,,,
1961-03-05,275324,,15.7,,182407,,,,13.8,3.46,5.14,,,
1961-03-06,275324,,15.7,,182407,,,,13.8,3.46,5.14,,,
1961-03-07,275324,,15.7,,182407,,,,13.8,3.46,5.14,,,
1961-03-08,275324,,15.7,,182407,,,,13.8,3.46,5.14,,,
1961-03-09,275324,,15.7,,182407,,,,13.8,3.46,5.14,,,
1961-03-10,275324,,15.7,,182407,,,,13.8,3.46,5.14,,,
1961-03-11,275324,,15.7,,182407,,,,13.8,3.46,5.14,,,
1961-03-12,275324,,15.7,,182407,,,,13.8,3.46,5.14,,,
1961-03-13,275324,,15.7,,182407,,,,13.8,3.46,5.14,,,
1961-03-14,275324,,15.7,,182407,,,,13.8,3.46,5.14,,,
1961-03-15,275324,,15.7,,182407,,,,13.8,3.46,5.14,,,
1961-03-16,275324,,15.7,,182407,,,,13.8,3.46,5.14,,,
1961-03-17,275324,,15.7,,182407,,,,13.8,3.46,5.14,,,
1961-03-18,275324,,15.7,,182407,,,,13.8,3.46,5.14,,,
1961-03-19,275324,,15.7,,182407,,,,13.8,3.46,5.14,,,
1961-03-20,275324,,15.7,,182407,,,,13.8,3.46,5.14,,,
1961-03-21,275324,,15.7,,182407,,,,13.8,3.46,5.14,,,
1961-03-22,275324,,15.7,,182407,,,,13.8,3.46,5.14,,,
1961-03-23,275324,,15.7,,182407,,,,13.8,3.46,5.14,,,
1961-03-24,275324,,15.7,,182407,,,,13.8,3.46,5.14,,,
1961-03-25,275324,,15.7,,182407,,,,13.8,3.46,5.14,,,
1961-03-26,275324,,15.7,,182407,,,,13.8,3.46,5.14,,,
1961-03-27,275324,,15.7,,182407,,,,13.8,3.46,5.14,,,
1961-03-28,275324,,15.7,,182407,,,,13.8,3.46,5.14,,,
1961-03-29,275324,,15.7,,182407,,,,13.8,3.46,5.14,,,
1961-03-30,275324,,15.7,,182407,,,,13.8,3.46,5.14,,,
1961-03-31,275324,,15.7,,182407,,,,13.8,3.46,5.14,,,
1961-04-01,279760,,15.7,,185810,,,,13.9,3.57,5.21,,,
1961-04-02,279760,,15.7,,185810,,,,13.9,3.57,5.21,,,
1961-04-03,279760,,15.7,,185810,,,,13.9,3.57,5.21,,,
1961-04-04,279760,,15.7,,185810,,,,13.9,3.57,5.21,,,
1961-04-05,279760,,15.7,,185810,,,,13.9,3.57,5.21,,,
1961-04-06,279760,,15.7,,185810,,,,13.9,3.57,5.21,,,
1961-04-07,279760,,15.7,,185810,,,,13.9,3.57,5.21,,,
1961-04-08,279760,,15.7,,185810,,,,13.9,3.57,5.21,,,
1961-04-09,279760,,15.7,,185810,,,,13.9,3.57,5.21,,,
1961-04-10,279760,,15.7,,185810,,,,13.9,3.57,5.21,,,
1961-04-11,279760,,15.7,,185810,,,,13.9,3.57,5.21,,,
1961-04-12,279760,,15.7,,185810,,,,13.9,3.57,5.21,,,
1961-04-13,279760,,15.7,,185810,,,,13.9,3.57,5.21,,,
1961-04-14,279760,,15.7,,185810,,,,13.9,3.57,5.21,,,
1961-04-15,279760,,15.7,,185810,,,,13.9,3.57,5.21,,,
1961-04-16,279760,,15.7,,185810,,,,13.9,3.57,5.21,,,
1961-04-17,279760,,15.7,,185810,,,,13.9,3.57,5.21,,,
1961-04-18,279760,,15.7,,185810,,,,13.9,3.57,5.21,,,
1961-04-19,279760,,15.7,,185810,,,,13.9,3.57,5.21,,,
1961-04-20,279760,,15.7,,185810,,,,13.9,3.57,5.21,,,
1961-04-21,279760,,15.7,,185810,,,,13.9,3.57,5.21,,,
1961-04-22,279760,,15.7,,185810,,,,13.9,3.57,5.21,,,
1961-04-23,279760,,15.7,,185810,,,,13.9,3.57,5.21,,,
1961-04-24,279760,,15.7,,185810,,,,13.9,3.57,5.21,,,
1961-04-25,279760,,15.7,,185810,,,,13.9,3.57,5.21,,,
1961-04-26,279760,,15.7,,185810,,,,13.9,3.57,5.21,,,
1961-04-27,279760,,15.7,,185810,,,,13.9,3.57,5.21,,,
1961-04-28,279760,,15.7,,185810,,,,13.9,3.57,5.21,,,
1961-04-29,279760,,15.7,,185810,,,,13.9,3.57,5.21,,,
1961-04-30,279760,,15.7,,185810,,,,13.9,3.57,5.21,,,
1961-05-01,279760,,15.7,,185810,,,,13.8,3.42,5.17,,,
1961-05-02,279760,,15.7,,185810,,,,13.8,3.42,5.17,,,
1961-05-03,279760,,15.7,,185810,,,,13.8,3.42,5.17,,,
1961-05-04,279760,,15.7,,185810,,,,13.8,3.42,5.17,,,
1961-05-05,279760,,15.7,,185810,,,,13.8,3.42,5.17,,,
1961-05-06,279760,,15.7,,185810,,,,13.8,3.42,5.17,,,
1961-05-07,279760,,15.7,,185810,,,,13.8,3.42,5.17,,,
1961-05-08,279760,,15.7,,185810,,,,13.8,3.42,5.17,,,
1961-05-09,279760,,15.7,,185810,,,,13.8,3.42,5.17,,,
1961-05-10,279760,,15.7,,185810,,,,13.8,3.42,5.17,,,
1961-05-11,279760,,15.7,,185810,,,,13.8,3.42,5.17,,,
1961-05-12,279760,,15.7,,185810,,,,13.8,3.42,5.17,,,
1961-05-13,279760,,15.7,,185810,,,,13.8,3.42,5.17,,,
1961-05-14,279760,,15.7,,185810,,,,13.8,3.42,5.17,,,
1961-05-15,279760,,15.7,,185810,,,,13.8,3.42,5.17,,,
1961-05-16,279760,,15.7,,185810,,,,13.8,3.42,5.17,,,
1961-05-17,279760,,15.7,,185810,,,,13.8,3.42,5.17,,,
1961-05-18,279760,,15.7,,185810,,,,13.8,3.42,5.17,,,
1961-05-19,279760,,15.7,,185810,,,,13.8,3.42,5.17,,,
1961-05-20,279760,,15.7,,185810,,,,13.8,3.42,5.17,,,
1961-05-21,279760,,15.7,,185810,,,,13.8,3.42,5.17,,,
1961-05-22,279760,,15.7,,185810,,,,13.8,3.42,5.17,,,
1961-05-23,279760,,15.7,,185810,,,,13.8,3.42,5.17,,,
1961-05-24,279760,,15.7,,185810,,,,13.8,3.42,5.17,,,
1961-05-25,279760,,15.7,,185810,,,,13.8,3.42,5.17,,,
1961-05-26,279760,,15.7,,185810,,,,13.8,3.42,5.17,,,
1961-05-27,279760,,15.7,,185810,,,,13.8,3.42,5.17,,,
1961-05-28,279760,,15.7,,185810,,,,13.8,3.42,5.17,,,
1961-05-29,279760,,15.7,,185810,,,,13.8,3.42,5.17,,,
1961-05-30,279760,,15.7,,185810,,,,13.8,3.42,5.17,,,
1961-05-31,279760,,15.7,,185810,,,,13.8,3.42,5.17,,,
1961-06-01,279760,,15.7,,185810,,,,14.0,2.8,5.04,,,
1961-06-02,279760,,15.7,,185810,,,,14.0,2.8,5.04,,,
1961-06-03,279760,,15.7,,185810,,,,14.0,2.8,5.04,,,
1961-06-04,279760,,15.7,,185810,,,,14.0,2.8,5.04,,,
1961-06-05,279760,,15.7,,185810,,,,14.0,2.8,5.04,,,
1961-06-06,279760,,15.7,,185810,,,,14.0,2.8,5.04,,,
1961-06-07,279760,,15.7,,185810,,,,14.0,2.8,5.04,,,
1961-06-08,279760,,15.7,,185810,,,,14.0,2.8,5.04,,,
1961-06-09,279760,,15.7,,185810,,,,14.0,2.8,5.04,,,
1961-06-10,279760,,15.7,,185810,,,,14.0,2.8,5.04,,,
1961-06-11,279760,,15.7,,185810,,,,14.0,2.8,5.04,,,
1961-06-12,279760,,15.7,,185810,,,,14.0,2.8,5.04,,,
1961-06-13,279760,,15.7,,185810,,,,14.0,2.8,5.04,,,
1961-06-14,279760,,15.7,,185810,,,,14.0,2.8,5.04,,,
1961-06-15,279760,,15.7,,185810,,,,14.0,2.8,5.04,,,
1961-06-16,279760,,15.7,,185810,,,,14.0,2.8,5.04,,,
1961-06-17,279760,,15.7,,185810,,,,14.0,2.8,5.04,,,
1961-06-18,279760,,15.7,,185810,,,,14.0,2.8,5.04,,,
1961-06-19,279760,,15.7,,185810,,,,14.0,2.8,5.04,,,
1961-06-20,279760,,15.7,,185810,,,,14.0,2.8,5.04,,,
1961-06-21,279760,,15.7,,185810,,,,14.0,2.8,5.04,,,
1961-06-22,279760,,15.7,,185810,,,,14.0,2.8,5.04,,,
1961-06-23,279760,,15.7,,185810,,,,14.0,2.8,5.04,,,
1961-06-24,279760,,15.7,,185810,,,,14.0,2.8,5.04,,,
1961-06-25,279760,,15.7,,185810,,,,14.0,2.8,5.04,,,
1961-06-26,279760,,15.7,,185810,,,,14.0,2.8,5.04,,,
1961-06-27,279760,,15.7,,185810,,,,14.0,2.8,5.04,,,
1961-06-28,279760,,15.7,,185810,,,,14.0,2.8,5.04,,,
1961-06-29,279760,,15.7,,185810,,,,14.0,2.8,5.04,,,
1961-06-30,279760,,15.7,,185810,,,,14.0,2.8,5.04,,,
1961-07-01,287455,,15.7,,190345,,,,13.9,2.88,4.95,,,
1961-07-02,287455,,15.7,,190345,,,,13.9,2.88,4.95,,,
1961-07-03,287455,,15.7,,190345,,,,13.9,2.88,4.95,,,
1961-07-04,287455,,15.7,,190345,,,,13.9,2.88,4.95,,,
1961-07-05,287455,,15.7,,190345,,,,13.9,2.88,4.95,,,
1961-07-06,287455,,15.7,,190345,,,,13.9,2.88,4.95,,,
1961-07-07,287455,,15.7,,190345,,,,13.9,2.88,4.95,,,
1961-07-08,287455,,15.7,,190345,,,,13.9,2.88,4.95,,,
1961-07-09,287455,,15.7,,190345,,,,13.9,2.88,4.95,,,
1961-07-10,287455,,15.7,,190345,,,,13.9,2.88,4.95,,,
1961-07-11,287455,,15.7,,190345,,,,13.9,2.88,4.95,,,
1961-07-12,287455,,15.7,,190345,,,,13.9,2.88,4.95,,,
1961-07-13,287455,,15.7,,190345,,,,13.9,2.88,4.95,,,
1961-07-14,287455,,15.7,,190345,,,,13.9,2.88,4.95,,,
1961-07-15,287455,,15.7,,190345,,,,13.9,2.88,4.95,,,
1961-07-16,287455,,15.7,,190345,,,,13.9,2.88,4.95,,,
1961-07-17,287455,,15.7,,190345,,,,13.9,2.88,4.95,,,
1961-07-18,287455,,15.7,,190345,,,,13.9,2.88,4.95,,,
1961-07-19,287455,,15.7,,190345,,,,13.9,2.88,4.95,,,
1961-07-20,287455,,15.7,,190345,,,,13.9,2.88,4.95,,,
1961-07-21,287455,,15.7,,190345,,,,13.9,2.88,4.95,,,
1961-07-22,287455,,15.7,,190345,,,,13.9,2.88,4.95,,,
1961-07-23,287455,,15.7,,190345,,,,13.9,2.88,4.95,,,
1961-07-24,287455,,15.7,,190345,,,,13.9,2.88,4.95,,,
1961-07-25,287455,,15.7,,190345,,,,13.9,2.88,4.95,,,
1961-07-26,287455,,15.7,,190345,,,,13.9,2.88,4.95,,,
1961-07-27,287455,,15.7,,190345,,,,13.9,2.88,4.95,,,
1961-07-28,287455,,15.7,,190345,,,,13.9,2.88,4.95,,,
1961-07-29,287455,,15.7,,190345,,,,13.9,2.88,4.95,,,
1961-07-30,287455,,15.7,,190345,,,,13.9,2.88,4.95,,,
1961-07-31,287455,,15.7,,190345,,,,13.9,2.88,4.95,,,
1961-08-01,287455,,15.7,,190345,,,,13.9,2.76,4.99,,,
1961-08-02,287455,,15.7,,190345,,,,13.9,2.76,4.99,,,
1961-08-03,287455,,15.7,,190345,,,,13.9,2.76,4.99,,,
1961-08-04,287455,,15.7,,190345,,,,13.9,2.76,4.99,,,
1961-08-05,287455,,15.7,,190345,,,,13.9,2.76,4.99,,,
1961-08-06,287455,,15.7,,190345,,,,13.9,2.76,4.99,,,
1961-08-07,287455,,15.7,,190345,,,,13.9,2.76,4.99,,,
1961-08-08,287455,,15.7,,190345,,,,13.9,2.76,4.99,,,
1961-08-09,287455,,15.7,,190345,,,,13.9,2.76,4.99,,,
1961-08-10,287455,,15.7,,190345,,,,13.9,2.76,4.99,,,
1961-08-11,287455,,15.7,,190345,,,,13.9,2.76,4.99,,,
1961-08-12,287455,,15.7,,190345,,,,13.9,2.76,4.99,,,
1961-08-13,287455,,15.7,,190345,,,,13.9,2.76,4.99,,,
1961-08-14,287455,,15.7,,190345,,,,13.9,2.76,4.99,,,
1961-08-15,287455,,15.7,,190345,,,,13.9,2.76,4.99,,,
1961-08-16,287455,,15.7,,190345,,,,13.9,2.76,4.99,,,
1961-08-17,287455,,15.7,,190345,,,,13.9,2.76,4.99,,,
1961-08-18,287455,,15.7,,190345,,,,13.9,2.76,4.99,,,
1961-08-19,287455,,15.7,,190345,,,,13.9,2.76,4.99,,,
1961-08-20,287455,,15.7,,190345,,,,13.9,2.76,4.99,,,
1961-08-21,287455,,15.7,,190345,,,,13.9,2.76,4.99,,,
1961-08-22,287455,,15.7,,190345,,,,13.9,2.76,4.99,,,
1961-08-23,287455,,15.7,,190345,,,,13.9,2.76,4.99,,,
1961-08-24,287455,,15.7,,190345,,,,13.9,2.76,4.99,,,
1961-08-25,287455,,15.7,,190345,,,,13.9,2.76,4.99,,,
1961-08-26,287455,,15.7,,190345,,,,13.9,2.76,4.99,,,
1961-08-27,287455,,15.7,,190345,,,,13.9,2.76,4.99,,,
1961-08-28,287455,,15.7,,190345,,,,13.9,2.76,4.99,,,
1961-08-29,287455,,15.7,,190345,,,,13.9,2.76,4.99,,,
1961-08-30,287455,,15.7,,190345,,,,13.9,2.76,4.99,,,
1961-08-31,287455,,15.7,,190345,,,,13.9,2.76,4.99,,,
1961-09-01,287455,,15.7,,190345,,,,13.9,2.67,4.98,,,
1961-09-02,287455,,15.7,,190345,,,,13.9,2.67,4.98,,,
1961-09-03,287455,,15.7,,190345,,,,13.9,2.67,4.98,,,
1961-09-04,287455,,15.7,,190345,,,,13.9,2.67,4.98,,,
1961-09-05,287455,,15.7,,190345,,,,13.9,2.67,4.98,,,
1961-09-06,287455,,15.7,,190345,,,,13.9,2.67,4.98,,,
1961-09-07,287455,,15.7,,190345,,,,13.9,2.67,4.98,,,
1961-09-08,287455,,15.7,,190345,,,,13.9,2.67,4.98,,,
1961-09-09,287455,,15.7,,190345,,,,13.9,2.67,4.98,,,
1961-09-10,287455,,15.7,,190345,,,,13.9,2.67,4.98,,,
1961-09-11,287455,,15.7,,190345,,,,13.9,2.67,4.98,,,
1961-09-12,287455,,15.7,,190345,,,,13.9,2.67,4.98,,,
1961-09-13,287455,,15.7,,190345,,,,13.9,2.67,4.98,,,
1961-09-14,287455,,15.7,,190345,,,,13.9,2.67,4.98,,,
1961-09-15,287455,,15.7,,190345,,,,13.9,2.67,4.98,,,
1961-09-16,287455,,15.7,,190345,,,,13.9,2.67,4.98,,,
1961-09-17,287455,,15.7,,190345,,,,13.9,2.67,4.98,,,
1961-09-18,287455,,15.7,,190345,,,,13.9,2.67,4.98,,,
1961-09-19,287455,,15.7,,190345,,,,13.9,2.67,4.98,,,
1961-09-20,287455,,15.7,,190345,,,,13.9,2.67,4.98,,,
1961-09-21,287455,,15.7,,190345,,,,13.9,2.67,4.98,,,
1961-09-22,287455,,15.7,,190345,,,,13.9,2.67,4.98,,,
1961-09-23,287455,,15.7,,190345,,,,13.9,2.67,4.98,,,
1961-09-24,287455,,15.7,,190345,,,,13.9,2.67,4.98,,,
1961-09-25,287455,,15.7,,190345,,,,13.9,2.67,4.98,,,
1961-09-26,287455,,15.7,,190345,,,,13.9,2.67,4.98,,,
1961-09-27,287455,,15.7,,190345,,,,13.9,2.67,4.98,,,
1961-09-28,287455,,15.7,,190345,,,,13.9,2.67,4.98,,,
1961-09-29,287455,,15.7,,190345,,,,13.9,2.67,4.98,,,
1961-09-30,287455,,15.7,,190345,,,,13.9,2.67,4.98,,,
1961-10-01,288096,,15.7,,191069,,,,13.9,2.74,4.97,,,
1961-10-02,288096,,15.7,,191069,,,,13.9,2.74,4.97,,,
1961-10-03,288096,,15.7,,191069,,,,13.9,2.74,4.97,,,
1961-10-04,288096,,15.7,,191069,,,,13.9,2.74,4.97,,,
1961-10-05,288096,,15.7,,191069,,,,13.9,2.74,4.97,,,
1961-10-06,288096,,15.7,,191069,,,,13.9,2.74,4.97,,,
1961-10-07,288096,,15.7,,191069,,,,13.9,2.74,4.97,,,
1961-10-08,288096,,15.7,,191069,,,,13.9,2.74,4.97,,,
1961-10-09,288096,,15.7,,191069,,,,13.9,2.74,4.97,,,
1961-10-10,288096,,15.7,,191069,,,,13.9,2.74,4.97,,,
1961-10-11,288096,,15.7,,191069,,,,13.9,2.74,4.97,,,
1961-10-12,288096,,15.7,,191069,,,,13.9,2.74,4.97,,,
1961-10-13,288096,,15.7,,191069,,,,13.9,2.74,4.97,,,
1961-10-14,288096,,15.7,,191069,,,,13.9,2.74,4.97,,,
1961-10-15,288096,,15.7,,191069,,,,13.9,2.74,4.97,,,
1961-10-16,288096,,15.7,,191069,,,,13.9,2.74,4.97,,,
1961-10-17,288096,,15.7,,191069,,,,13.9,2.74,4.97,,,
1961-10-18,288096,,15.7,,191069,,,,13.9,2.74,4.97,,,
1961-10-19,288096,,15.7,,191069,,,,13.9,2.74,4.97,,,
1961-10-20,288096,,15.7,,191069,,,,13.9,2.74,4.97,,,
1961-10-21,288096,,15.7,,191069,,,,13.9,2.74,4.97,,,
1961-10-22,288096,,15.7,,191069,,,,13.9,2.74,4.97,,,
1961-10-23,288096,,15.7,,191069,,,,13.9,2.74,4.97,,,
1961-10-24,288096,,15.7,,191069,,,,13.9,2.74,4.97,,,
1961-10-25,288096,,15.7,,191069,,,,13.9,2.74,4.97,,,
1961-10-26,288096,,15.7,,191069,,,,13.9,2.74,4.97,,,
1961-10-27,288096,,15.7,,191069,,,,13.9,2.74,4.97,,,
1961-10-28,288096,,15.7,,191069,,,,13.9,2.74,4.97,,,
1961-10-29,288096,,15.7,,191069,,,,13.9,2.74,4.97,,,
1961-10-30,288096,,15.7,,191069,,,,13.9,2.74,4.97,,,
1961-10-31,288096,,15.7,,191069,,,,13.9,2.74,4.97,,,
1961-11-01,288096,,15.7,,191069,,,,13.9,2.67,4.87,,,
1961-11-02,288096,,15.7,,191069,,,,13.9,2.67,4.87,,,
1961-11-03,288096,,15.7,,191069,,,,13.9,2.67,4.87,,,
1961-11-04,288096,,15.7,,191069,,,,13.9,2.67,4.87,,,
1961-11-05,288096,,15.7,,191069,,,,13.9,2.67,4.87,,,
1961-11-06,288096,,15.7,,191069,,,,13.9,2.67,4.87,,,
1961-11-07,288096,,15.7,,191069,,,,13.9,2.67,4.87,,,
1961-11-08,288096,,15.7,,191069,,,,13.9,2.67,4.87,,,
1961-11-09,288096,,15.7,,191069,,,,13.9,2.67,4.87,,,
1961-11-10,288096,,15.7,,191069,,,,13.9,2.67,4.87,,,
1961-11-11,288096,,15.7,,191069,,,,13.9,2.67,4.87,,,
1961-11-12,288096,,15.7,,191069,,,,13.9,2.67,4.87,,,
1961-11-13,288096,,15.7,,191069,,,,13.9,2.67,4.87,,,
1961-11-14,288096,,15.7,,191069,,,,13.9,2.67,4.87,,,
1961-11-15,288096,,15.7,,191069,,,,13.9,2.67,4.87,,,
1961-11-16,288096,,15.7,,191069,,,,13.9,2.67,4.87,,,
1961-11-17,288096,,15.7,,191069,,,,13.9,2.67,4.87,,,
1961-11-18,288096,,15.7,,191069,,,,13.9,2.67,4.87,,,
1961-11-19,288096,,15.7,,191069,,,,13.9,2.67,4.87,,,
1961-11-20,288096,,15.7,,191069,,,,13.9,2.67,4.87,,,
1961-11-21,288096,,15.7,,191069,,,,13.9,2.67,4.87,,,
1961-11-22,288096,,15.7,,191069,,,,13.9,2.67,4.87,,,
1961-11-23,288096,,15.7,,191069,,,,13.9,2.67,4.87,,,
1961-11-24,288096,,15.7,,191069,,,,13.9,2.67,4.87,,,
1961-11-25,288096,,15.7,,191069,,,,13.9,2.67,4.87,,,
1961-11-26,288096,,15.7,,191069,,,,13.9,2.67,4.87,,,
1961-11-27,288096,,15.7,,191069,,,,13.9,2.67,4.87,,,
1961-11-28,288096,,15.7,,191069,,,,13.9,2.67,4.87,,,
1961-11-29,288096,,15.7,,191069,,,,13.9,2.67,4.87,,,
1961-11-30,288096,,15.7,,191069,,,,13.9,2.67,4.87,,,
1961-12-01,288096,,15.7,,191069,,,,14.0,3.18,4.94,,,
1961-12-02,288096,,15.7,,191069,,,,14.0,3.18,4.94,,,
1961-12-03,288096,,15.7,,191069,,,,14.0,3.18,4.94,,,
1961-12-04,288096,,15.7,,191069,,,,14.0,3.18,4.94,,,
1961-12-05,288096,,15.7,,191069,,,,14.0,3.18,4.94,,,
1961-12-06,288096,,15.7,,191069,,,,14.0,3.18,4.94,,,
1961-12-07,288096,,15.7,,191069,,,,14.0,3.18,4.94,,,
1961-12-08,288096,,15.7,,191069,,,,14.0,3.18,4.94,,,
1961-12-09,288096,,15.7,,191069,,,,14.0,3.18,4.94,,,
1961-12-10,288096,,15.7,,191069,,,,14.0,3.18,4.94,,,
1961-12-11,288096,,15.7,,191069,,,,14.0,3.18,4.94,,,
1961-12-12,288096,,15.7,,191069,,,,14.0,3.18,4.94,,,
1961-12-13,288096,,15.7,,191069,,,,14.0,3.18,4.94,,,
1961-12-14,288096,,15.7,,191069,,,,14.0,3.18,4.94,,,
1961-12-15,288096,,15.7,,191069,,,,14.0,3.18,4.94,,,
1961-12-16,288096,,15.7,,191069,,,,14.0,3.18,4.94,,,
1961-12-17,288096,,15.7,,191069,,,,14.0,3.18,4.94,,,
1961-12-18,288096,,15.7,,191069,,,,14.0,3.18,4.94,,,
1961-12-19,288096,,15.7,,191069,,,,14.0,3.18,4.94,,,
1961-12-20,288096,,15.7,,191069,,,,14.0,3.18,4.94,,,
1961-12-21,288096,,15.7,,191069,,,,14.0,3.18,4.94,,,
1961-12-22,288096,,15.7,,191069,,,,14.0,3.18,4.94,,,
1961-12-23,288096,,15.7,,191069,,,,14.0,3.18,4.94,,,
1961-12-24,288096,,15.7,,191069,,,,14.0,3.18,4.94,,,
1961-12-25,288096,,15.7,,191069,,,,14.0,3.18,4.94,,,
1961-12-26,288096,,15.7,,191069,,,,14.0,3.18,4.94,,,
1961-12-27,288096,,15.7,,191069,,,,14.0,3.18,4.94,,,
1961-12-28,288096,,15.7,,191069,,,,14.0,3.18,4.94,,,
1961-12-29,288096,,15.7,,191069,,,,14.0,3.18,4.94,,,
1961-12-30,288096,,15.7,,191069,,,,14.0,3.18,4.94,,,
1961-12-31,288096,,15.7,,191069,,,,14.0,3.18,4.94,,,
1962-01-01,293885,,15.7,,195471,,,,14.0,3.35,4.96,,,
1962-01-02,293885,,15.7,,195471,,,,14.0,3.35,4.96,,,
1962-01-03,293885,,15.7,,195471,,,,14.0,3.35,4.96,,,
1962-01-04,293885,,15.7,,195471,,,,14.0,3.35,4.96,,,
1962-01-05,293885,,15.7,,195471,,,,14.0,3.35,4.96,,,
1962-01-06,293885,,15.7,,195471,,,,14.0,3.35,4.96,,,
1962-01-07,293885,,15.7,,195471,,,,14.0,3.35,4.96,,,
1962-01-08,293885,,15.7,,195471,,,,14.0,3.35,4.96,,,
1962-01-09,293885,,15.7,,195471,,,,14.0,3.35,4.96,,,
